"year","zone","awards","level","stage","measure","value"
"2010-2011","S01002174","5","6 And Above","S5","Count",0
"2008-2009","S01002174","5","3 And Above","S4","Count",0
"2009-2010","S01002174","3","6 And Above","S6","Count",0
"2009-2010","S01002174","5","3 And Above","S4","Count",0
"2011-2012","S01002174","5","3 And Above","S4","Count",0
"2012-2013","S01002174","5","3 And Above","S4","Count",1
"2008-2009","S01002174","5","6 And Above","S5","Count",0
"2012-2013","S01002174","3","6 And Above","S6","Count",0
"2010-2011","S01002174","5","3 And Above","S4","Count",0
"2009-2010","S01002174","5","6 And Above","S5","Count",0
"2009-2010","S01002174","5","4 And Above","S4","Count",0
"2008-2009","S01002174","3","6 And Above","S6","Count",0
"2010-2011","S01002174","5","4 And Above","S4","Count",0
"2012-2013","S01002174","3","6 And Above","S5","Count",0
"2011-2012","S01002174","1","6 And Above","S5","Count",0
"2009-2010","S01002174","1","6 And Above","S5","Count",0
"2011-2012","S01002174","1","7 And Above","S6","Count",0
"2010-2011","S01002174","3","6 And Above","S5","Count",0
"2011-2012","S01002174","5","4 And Above","S4","Count",0
"2012-2013","S01002174","1","7 And Above","S6","Count",0
"2012-2013","S01002174","1","6 And Above","S5","Count",0
"2008-2009","S01002174","1","6 And Above","S5","Count",0
"2009-2010","S01002174","1","7 And Above","S6","Count",0
"2008-2009","S01002174","5","4 And Above","S4","Count",0
"2012-2013","S01002174","5","4 And Above","S4","Count",1
"2008-2009","S01002174","1","7 And Above","S6","Count",0
"2010-2011","S01002174","1","6 And Above","S5","Count",0
"2008-2009","S01002174","3","6 And Above","S5","Count",0
"2010-2011","S01002174","1","7 And Above","S6","Count",0
"2010-2011","S01002174","3","6 And Above","S6","Count",0
"2008-2009","S01002174","5","5 And Above","S4","Count",0
"2011-2012","S01002174","3","6 And Above","S5","Count",0
"2012-2013","S01002174","5","5 And Above","S4","Count",0
"2009-2010","S01002174","3","6 And Above","S5","Count",0
"2011-2012","S01002174","5","6 And Above","S6","Count",0
"2011-2012","S01002174","5","5 And Above","S4","Count",0
"2010-2011","S01002174","3","6 And Above","S5","Ratio",0
"2011-2012","S01002174","3","6 And Above","S5","Ratio",0
"2008-2009","S01002174","3","6 And Above","S5","Ratio",0
"2009-2010","S01002174","3","6 And Above","S6","Ratio",0
"2011-2012","S01002174","3","6 And Above","S6","Ratio",0
"2009-2010","S01002174","3","6 And Above","S5","Ratio",0
"2008-2009","S01002174","3","6 And Above","S6","Ratio",0
"2010-2011","S01002174","3","6 And Above","S6","Ratio",0
"2010-2011","S01002174","5","6 And Above","S6","Ratio",0
"2011-2012","S01002174","5","6 And Above","S6","Ratio",0
"2009-2010","S01002174","5","6 And Above","S6","Ratio",0
"2010-2011","S01002174","5","6 And Above","S5","Ratio",0
"2008-2009","S01002174","5","6 And Above","S5","Ratio",0
"2009-2010","S01002174","5","4 And Above","S4","Ratio",0
"2010-2011","S01002174","5","4 And Above","S4","Ratio",0
"2012-2013","S01002174","5","4 And Above","S4","Ratio",100
"2008-2009","S01002174","5","4 And Above","S4","Ratio",0
"2011-2012","S01002174","5","5 And Above","S4","Ratio",0
"2012-2013","S01002174","5","5 And Above","S4","Ratio",0
"2009-2010","S01002174","5","5 And Above","S4","Ratio",0
"2008-2009","S01002174","5","5 And Above","S4","Ratio",0
"2010-2011","S01002174","5","5 And Above","S4","Ratio",0
"2009-2010","S01002174","5","6 And Above","S5","Ratio",0
"2011-2012","S01002174","5","6 And Above","S5","Ratio",0
"2008-2009","S01002174","5","6 And Above","S6","Ratio",0
"2012-2013","S01002174","5","3 And Above","S4","Ratio",100
"2010-2011","S01002174","5","3 And Above","S4","Ratio",0
"2008-2009","S01002174","5","3 And Above","S4","Ratio",0
"2011-2012","S01002174","5","3 And Above","S4","Ratio",0
"2009-2010","S01002174","5","3 And Above","S4","Ratio",0
"2011-2012","S01002174","5","4 And Above","S4","Ratio",0
"2009-2010","S01002174","1","6 And Above","S5","Ratio",0
"2011-2012","S01002174","1","7 And Above","S6","Ratio",0
"2011-2012","S01002174","1","6 And Above","S5","Ratio",0
"2008-2009","S01002174","1","6 And Above","S5","Ratio",0
"2009-2010","S01002174","1","7 And Above","S6","Ratio",0
"2010-2011","S01002174","1","6 And Above","S5","Ratio",0
"2010-2011","S01002174","1","7 And Above","S6","Ratio",0
"2008-2009","S01002174","1","7 And Above","S6","Ratio",0
"2011-2012","S01002175","5","6 And Above","S6","Count",0
"2009-2010","S01002175","5","5 And Above","S4","Count",0
"2009-2010","S01002175","5","6 And Above","S6","Count",0
"2009-2010","S01002175","5","6 And Above","S5","Count",0
"2012-2013","S01002175","5","6 And Above","S6","Count",0
"2008-2009","S01002175","5","6 And Above","S6","Count",0
"2008-2009","S01002175","3","6 And Above","S5","Count",0
"2011-2012","S01002175","5","6 And Above","S5","Count",0
"2010-2011","S01002175","5","6 And Above","S6","Count",0
"2012-2013","S01002175","5","3 And Above","S4","Count",0
"2012-2013","S01002175","3","6 And Above","S5","Count",0
"2008-2009","S01002175","5","3 And Above","S4","Count",0
"2008-2009","S01002175","5","6 And Above","S5","Count",0
"2008-2009","S01002175","3","6 And Above","S6","Count",0
"2011-2012","S01002175","5","3 And Above","S4","Count",0
"2010-2011","S01002175","5","6 And Above","S5","Count",0
"2010-2011","S01002175","5","3 And Above","S4","Count",0
"2009-2010","S01002175","5","3 And Above","S4","Count",0
"2012-2013","S01002175","5","6 And Above","S5","Count",0
"2012-2013","S01002175","1","6 And Above","S5","Count",0
"2011-2012","S01002175","5","4 And Above","S4","Count",0
"2010-2011","S01002175","3","6 And Above","S6","Count",0
"2010-2011","S01002175","1","6 And Above","S5","Count",0
"2009-2010","S01002175","1","6 And Above","S5","Count",0
"2010-2011","S01002175","1","7 And Above","S6","Count",0
"2011-2012","S01002175","3","6 And Above","S5","Count",0
"2012-2013","S01002175","5","4 And Above","S4","Count",0
"2009-2010","S01002175","1","7 And Above","S6","Count",0
"2008-2009","S01002175","1","6 And Above","S5","Count",0
"2012-2013","S01002175","1","7 And Above","S6","Count",0
"2008-2009","S01002175","5","4 And Above","S4","Count",0
"2008-2009","S01002175","1","7 And Above","S6","Count",0
"2011-2012","S01002175","1","6 And Above","S5","Count",0
"2010-2011","S01002175","5","4 And Above","S4","Count",0
"2011-2012","S01002175","1","7 And Above","S6","Count",0
"2009-2010","S01002175","5","4 And Above","S4","Count",0
"2009-2010","S01002175","3","6 And Above","S6","Count",0
"2012-2013","S01002175","3","6 And Above","S6","Count",0
"2010-2011","S01002175","5","5 And Above","S4","Count",0
"2008-2009","S01002175","5","5 And Above","S4","Count",0
"2011-2012","S01002175","5","5 And Above","S4","Count",0
"2012-2013","S01002175","5","5 And Above","S4","Count",0
"2010-2011","S01002175","3","6 And Above","S5","Count",0
"2009-2010","S01002175","3","6 And Above","S5","Count",0
"2011-2012","S01002175","3","6 And Above","S6","Count",0
"2009-2010","S01002175","3","6 And Above","S6","Ratio",0
"2008-2009","S01002175","3","6 And Above","S5","Ratio",0
"2011-2012","S01002175","3","6 And Above","S5","Ratio",0
"2009-2010","S01002175","3","6 And Above","S5","Ratio",0
"2008-2009","S01002175","3","6 And Above","S6","Ratio",0
"2010-2011","S01002175","3","6 And Above","S6","Ratio",0
"2010-2011","S01002175","3","6 And Above","S5","Ratio",0
"2011-2012","S01002175","3","6 And Above","S6","Ratio",0
"2008-2009","S01002175","5","6 And Above","S6","Ratio",0
"2010-2011","S01002175","5","6 And Above","S5","Ratio",0
"2011-2012","S01002175","5","6 And Above","S5","Ratio",0
"2008-2009","S01002175","5","4 And Above","S4","Ratio",0
"2011-2012","S01002175","5","4 And Above","S4","Ratio",0
"2010-2011","S01002175","5","4 And Above","S4","Ratio",0
"2009-2010","S01002175","5","4 And Above","S4","Ratio",0
"2009-2010","S01002175","5","5 And Above","S4","Ratio",0
"2008-2009","S01002175","5","5 And Above","S4","Ratio",0
"2010-2011","S01002175","5","5 And Above","S4","Ratio",0
"2011-2012","S01002175","5","5 And Above","S4","Ratio",0
"2009-2010","S01002175","5","6 And Above","S5","Ratio",0
"2008-2009","S01002175","5","6 And Above","S5","Ratio",0
"2009-2010","S01002175","5","6 And Above","S6","Ratio",0
"2011-2012","S01002175","5","6 And Above","S6","Ratio",0
"2010-2011","S01002175","5","6 And Above","S6","Ratio",0
"2011-2012","S01002175","5","3 And Above","S4","Ratio",0
"2008-2009","S01002175","5","3 And Above","S4","Ratio",0
"2009-2010","S01002175","5","3 And Above","S4","Ratio",0
"2010-2011","S01002175","5","3 And Above","S4","Ratio",0
"2009-2010","S01002175","1","6 And Above","S5","Ratio",0
"2011-2012","S01002175","1","7 And Above","S6","Ratio",0
"2010-2011","S01002175","1","7 And Above","S6","Ratio",0
"2011-2012","S01002175","1","6 And Above","S5","Ratio",0
"2008-2009","S01002175","1","6 And Above","S5","Ratio",0
"2010-2011","S01002175","1","6 And Above","S5","Ratio",0
"2008-2009","S01002175","1","7 And Above","S6","Ratio",0
"2009-2010","S01002175","1","7 And Above","S6","Ratio",0
"2011-2012","S01002176","5","6 And Above","S6","Count",0
"2009-2010","S01002176","5","5 And Above","S4","Count",0
"2009-2010","S01002176","5","6 And Above","S6","Count",0
"2009-2010","S01002176","5","6 And Above","S5","Count",0
"2012-2013","S01002176","5","6 And Above","S6","Count",0
"2008-2009","S01002176","5","6 And Above","S6","Count",0
"2008-2009","S01002176","3","6 And Above","S5","Count",0
"2011-2012","S01002176","5","6 And Above","S5","Count",0
"2010-2011","S01002176","5","6 And Above","S6","Count",0
"2012-2013","S01002176","5","3 And Above","S4","Count",0
"2012-2013","S01002176","3","6 And Above","S5","Count",0
"2008-2009","S01002176","5","3 And Above","S4","Count",0
"2008-2009","S01002176","5","6 And Above","S5","Count",0
"2008-2009","S01002176","3","6 And Above","S6","Count",0
"2011-2012","S01002176","5","3 And Above","S4","Count",0
"2010-2011","S01002176","5","6 And Above","S5","Count",0
"2010-2011","S01002176","5","3 And Above","S4","Count",0
"2009-2010","S01002176","5","3 And Above","S4","Count",0
"2012-2013","S01002176","5","6 And Above","S5","Count",0
"2012-2013","S01002176","1","6 And Above","S5","Count",0
"2011-2012","S01002176","5","4 And Above","S4","Count",0
"2010-2011","S01002176","3","6 And Above","S6","Count",0
"2010-2011","S01002176","1","6 And Above","S5","Count",0
"2009-2010","S01002176","1","6 And Above","S5","Count",0
"2010-2011","S01002176","1","7 And Above","S6","Count",0
"2011-2012","S01002176","3","6 And Above","S5","Count",0
"2012-2013","S01002176","5","4 And Above","S4","Count",0
"2009-2010","S01002176","1","7 And Above","S6","Count",0
"2008-2009","S01002176","1","6 And Above","S5","Count",0
"2012-2013","S01002176","1","7 And Above","S6","Count",0
"2008-2009","S01002176","5","4 And Above","S4","Count",0
"2008-2009","S01002176","1","7 And Above","S6","Count",0
"2011-2012","S01002176","1","6 And Above","S5","Count",0
"2010-2011","S01002176","5","4 And Above","S4","Count",0
"2011-2012","S01002176","1","7 And Above","S6","Count",0
"2009-2010","S01002176","5","4 And Above","S4","Count",0
"2009-2010","S01002176","3","6 And Above","S6","Count",0
"2012-2013","S01002176","3","6 And Above","S6","Count",0
"2010-2011","S01002176","5","5 And Above","S4","Count",0
"2008-2009","S01002176","5","5 And Above","S4","Count",0
"2011-2012","S01002176","5","5 And Above","S4","Count",0
"2012-2013","S01002176","5","5 And Above","S4","Count",0
"2010-2011","S01002176","3","6 And Above","S5","Count",0
"2009-2010","S01002176","3","6 And Above","S5","Count",0
"2011-2012","S01002176","3","6 And Above","S6","Count",0
"2009-2010","S01002176","3","6 And Above","S6","Ratio",0
"2008-2009","S01002176","3","6 And Above","S5","Ratio",0
"2011-2012","S01002176","3","6 And Above","S5","Ratio",0
"2009-2010","S01002176","3","6 And Above","S5","Ratio",0
"2008-2009","S01002176","3","6 And Above","S6","Ratio",0
"2010-2011","S01002176","3","6 And Above","S6","Ratio",0
"2010-2011","S01002176","3","6 And Above","S5","Ratio",0
"2011-2012","S01002176","3","6 And Above","S6","Ratio",0
"2008-2009","S01002176","5","6 And Above","S6","Ratio",0
"2010-2011","S01002176","5","6 And Above","S5","Ratio",0
"2011-2012","S01002176","5","6 And Above","S5","Ratio",0
"2008-2009","S01002176","5","4 And Above","S4","Ratio",0
"2011-2012","S01002176","5","4 And Above","S4","Ratio",0
"2010-2011","S01002176","5","4 And Above","S4","Ratio",0
"2009-2010","S01002176","5","4 And Above","S4","Ratio",0
"2009-2010","S01002176","5","5 And Above","S4","Ratio",0
"2008-2009","S01002176","5","5 And Above","S4","Ratio",0
"2010-2011","S01002176","5","5 And Above","S4","Ratio",0
"2011-2012","S01002176","5","5 And Above","S4","Ratio",0
"2009-2010","S01002176","5","6 And Above","S5","Ratio",0
"2008-2009","S01002176","5","6 And Above","S5","Ratio",0
"2009-2010","S01002176","5","6 And Above","S6","Ratio",0
"2011-2012","S01002176","5","6 And Above","S6","Ratio",0
"2010-2011","S01002176","5","6 And Above","S6","Ratio",0
"2011-2012","S01002176","5","3 And Above","S4","Ratio",0
"2008-2009","S01002176","5","3 And Above","S4","Ratio",0
"2009-2010","S01002176","5","3 And Above","S4","Ratio",0
"2010-2011","S01002176","5","3 And Above","S4","Ratio",0
"2009-2010","S01002176","1","6 And Above","S5","Ratio",0
"2011-2012","S01002176","1","7 And Above","S6","Ratio",0
"2010-2011","S01002176","1","7 And Above","S6","Ratio",0
"2011-2012","S01002176","1","6 And Above","S5","Ratio",0
"2008-2009","S01002176","1","6 And Above","S5","Ratio",0
"2010-2011","S01002176","1","6 And Above","S5","Ratio",0
"2008-2009","S01002176","1","7 And Above","S6","Ratio",0
"2009-2010","S01002176","1","7 And Above","S6","Ratio",0
"2008-2009","S01002177","1","7 And Above","S6","Ratio",0
"2012-2013","S01002177","3","6 And Above","S6","Count",0
"2010-2011","S01002177","3","6 And Above","S6","Ratio",0
"2011-2012","S01002177","3","6 And Above","S6","Ratio",0
"2010-2011","S01002177","1","7 And Above","S6","Count",0
"2008-2009","S01002177","1","7 And Above","S6","Count",0
"2010-2011","S01002177","1","7 And Above","S6","Ratio",0
"2009-2010","S01002177","1","7 And Above","S6","Ratio",0
"2009-2010","S01002177","3","6 And Above","S6","Ratio",0
"2009-2010","S01002177","1","7 And Above","S6","Count",0
"2011-2012","S01002177","1","7 And Above","S6","Count",0
"2012-2013","S01002177","1","7 And Above","S6","Count",0
"2008-2009","S01002177","3","6 And Above","S6","Count",0
"2010-2011","S01002177","3","6 And Above","S6","Count",0
"2011-2012","S01002177","3","6 And Above","S6","Count",0
"2009-2010","S01002177","5","6 And Above","S6","Ratio",0
"2008-2009","S01002177","5","6 And Above","S6","Count",0
"2011-2012","S01002177","5","6 And Above","S6","Ratio",0
"2008-2009","S01002177","5","6 And Above","S6","Ratio",0
"2009-2010","S01002177","5","6 And Above","S6","Count",0
"2010-2011","S01002177","5","6 And Above","S6","Ratio",0
"2008-2009","S01002177","3","6 And Above","S6","Ratio",0
"2012-2013","S01002177","5","6 And Above","S6","Count",0
"2010-2011","S01002177","5","6 And Above","S6","Count",0
"2011-2012","S01002177","5","6 And Above","S6","Count",0
"2011-2012","S01002177","1","7 And Above","S6","Ratio",0
"2009-2010","S01002177","3","6 And Above","S6","Count",0
"2011-2012","S01002177","5","4 And Above","S4","Count",0
"2010-2011","S01002177","5","4 And Above","S4","Count",0
"2012-2013","S01002177","5","4 And Above","S4","Count",0
"2008-2009","S01002177","5","4 And Above","S4","Count",0
"2009-2010","S01002177","5","4 And Above","S4","Count",0
"2012-2013","S01002177","5","5 And Above","S4","Count",0
"2008-2009","S01002177","5","5 And Above","S4","Count",0
"2010-2011","S01002177","5","5 And Above","S4","Count",0
"2011-2012","S01002177","5","5 And Above","S4","Count",0
"2009-2010","S01002177","5","5 And Above","S4","Count",0
"2008-2009","S01002177","5","3 And Above","S4","Count",0
"2012-2013","S01002177","5","3 And Above","S4","Count",0
"2009-2010","S01002177","5","3 And Above","S4","Count",0
"2011-2012","S01002177","5","3 And Above","S4","Count",0
"2010-2011","S01002177","5","3 And Above","S4","Count",0
"2009-2010","S01002177","5","3 And Above","S4","Ratio",0
"2010-2011","S01002177","5","3 And Above","S4","Ratio",0
"2009-2010","S01002177","5","5 And Above","S4","Ratio",0
"2008-2009","S01002177","5","3 And Above","S4","Ratio",0
"2011-2012","S01002177","5","5 And Above","S4","Ratio",0
"2008-2009","S01002177","5","5 And Above","S4","Ratio",0
"2010-2011","S01002177","5","5 And Above","S4","Ratio",0
"2009-2010","S01002177","5","4 And Above","S4","Ratio",0
"2011-2012","S01002177","5","3 And Above","S4","Ratio",0
"2010-2011","S01002177","5","4 And Above","S4","Ratio",0
"2008-2009","S01002177","5","4 And Above","S4","Ratio",0
"2011-2012","S01002177","5","4 And Above","S4","Ratio",0
"2012-2013","S01002177","1","6 And Above","S5","Count",0
"2008-2009","S01002177","3","6 And Above","S5","Count",0
"2010-2011","S01002177","3","6 And Above","S5","Count",0
"2012-2013","S01002177","5","6 And Above","S5","Count",0
"2011-2012","S01002177","5","6 And Above","S5","Ratio",0
"2009-2010","S01002177","3","6 And Above","S5","Ratio",0
"2011-2012","S01002177","5","6 And Above","S5","Count",0
"2008-2009","S01002177","1","6 And Above","S5","Ratio",0
"2010-2011","S01002177","5","6 And Above","S5","Ratio",0
"2009-2010","S01002177","5","6 And Above","S5","Count",0
"2010-2011","S01002177","1","6 And Above","S5","Ratio",0
"2008-2009","S01002177","5","6 And Above","S5","Ratio",0
"2008-2009","S01002177","5","6 And Above","S5","Count",0
"2009-2010","S01002177","5","6 And Above","S5","Ratio",0
"2011-2012","S01002177","1","6 And Above","S5","Ratio",0
"2012-2013","S01002177","3","6 And Above","S5","Count",0
